tree_id,score,px_xmin,px_ymin,px_xmax,px_ymax,crown_width_px,crown_height_px,crown_diameter_px,crown_width_m,crown_height_m,crown_diameter_m,geo_x,geo_y,mean_r,mean_g,mean_b,std_r,std_g,std_b,greenness_exg,vari,brightness,tile_idx,tile_origin_col,tile_origin_row
0,0.7458,1064.0,1840.0,1102.0,1880.0,38.0,40.0,39.0,2.036,2.144,2.09,638422.154564,3863613.194496,136.1,141.4,57.9,25.1,30.5,17.2,88.77,0.024,111.8,0,0,0
1,0.7323,1691.0,1970.0,1726.0,2000.0,35.0,30.0,32.5,1.876,1.608,1.742,638455.675336,3863606.496203,121.0,130.3,55.9,19.8,23.7,14.6,83.74,0.0476,102.4,0,0,0
2,0.6995,1324.0,2003.0,1360.0,2038.0,36.0,35.0,35.5,1.929,1.876,1.902,638436.034468,3863604.593888,134.7,138.7,66.2,20.0,22.7,23.5,76.51,0.0194,113.2,0,0,0
3,0.6924,667.0,1874.0,709.0,1915.0,42.0,41.0,41.5,2.251,2.197,2.224,638400.98637,3863611.345767,122.9,133.7,48.2,27.4,29.4,16.3,96.21,0.0516,101.6,0,0,0
4,0.6907,1451.0,1501.0,1482.0,1533.0,31.0,32.0,31.5,1.661,1.715,1.688,638442.706468,3863631.574613,125.1,134.8,45.5,24.0,25.7,16.2,98.95,0.0452,101.8,0,0,0
5,0.6901,881.0,1973.0,922.0,2012.0,41.0,39.0,40.0,2.197,2.09,2.144,638412.427913,3863606.094305,142.1,147.8,55.2,31.9,36.1,19.2,98.36,0.0245,115.1,0,0,0
6,0.681,1215.0,1604.0,1242.0,1632.0,27.0,28.0,27.5,1.447,1.5,1.474,638429.951961,3863626.162392,122.1,130.3,54.7,22.1,27.5,13.5,83.71,0.0415,102.4,0,0,0
7,0.6806,1477.0,1585.0,1513.0,1620.0,36.0,35.0,35.5,1.929,1.876,1.902,638444.233793,3863626.99298,121.6,131.5,44.2,24.3,27.8,14.8,97.03,0.047,99.1,0,0,0
8,0.6783,473.0,1920.0,499.0,1947.0,26.0,27.0,26.5,1.393,1.447,1.42,638390.161117,3863609.2559,119.9,130.1,41.2,25.7,26.7,16.5,99.08,0.0488,97.1,0,0,0
9,0.6584,2016.0,1727.0,2046.0,1759.0,30.0,32.0,31.0,1.608,1.715,1.661,638472.958228,3863619.464099,149.7,154.3,56.3,29.6,30.0,15.8,102.49,0.0183,120.1,0,0,0
10,0.6572,792.0,1851.0,832.0,1887.0,40.0,36.0,38.0,2.144,1.929,2.036,638407.631575,3863612.712219,121.0,133.2,45.8,31.3,32.6,18.8,99.58,0.0585,100.0,0,0,0
11,0.6484,1411.0,1513.0,1434.0,1537.0,23.0,24.0,23.5,1.233,1.286,1.259,638440.348492,3863631.145922,114.1,126.9,39.4,25.8,28.6,15.4,100.19,0.0632,93.5,0,0,0
12,0.644,1966.0,1792.0,1995.0,1823.0,29.0,31.0,30.0,1.554,1.661,1.608,638470.251915,3863616.007779,116.6,126.1,46.1,27.0,26.1,17.8,89.53,0.0484,96.3,0,0,0
13,0.6435,1800.0,1959.0,1836.0,1993.0,36.0,34.0,35.0,1.929,1.822,1.876,638461.543481,3863606.97848,131.1,133.9,58.0,24.2,25.9,17.7,78.7,0.0135,107.6,0,0,0
14,0.6427,1038.0,1635.0,1067.0,1663.0,29.0,28.0,28.5,1.554,1.5,1.527,638420.520057,3863624.501215,93.5,102.9,41.4,21.5,24.6,13.6,71.06,0.0612,79.3,0,0,0
15,0.6389,2010.0,1775.0,2039.0,1804.0,29.0,29.0,29.0,1.554,1.554,1.554,638472.609891,3863616.972334,137.2,143.6,64.7,31.8,31.1,23.7,85.19,0.0292,115.2,0,0,0
16,0.6367,1086.0,1909.0,1115.0,1937.0,29.0,28.0,28.5,1.554,1.5,1.527,638423.092395,3863609.818556,135.2,143.7,51.4,24.3,28.5,16.4,100.85,0.0373,110.1,0,0,0
17,0.636,823.0,1930.0,862.0,1965.0,39.0,35.0,37.0,2.09,1.876,1.983,638409.266081,3863608.505691,125.7,137.8,46.7,32.7,34.9,18.7,103.21,0.0557,103.4,0,0,0
18,0.6358,1124.0,1838.0,1164.0,1879.0,40.0,41.0,40.5,2.144,2.197,2.17,638425.423576,3863613.274876,128.2,136.4,54.8,24.9,27.5,19.7,89.8,0.0391,106.5,0,0,0
19,0.6353,1982.0,1363.0,2011.0,1397.0,29.0,34.0,31.5,1.554,1.822,1.688,638471.109361,3863638.915942,117.3,121.8,53.3,24.5,28.3,16.7,72.91,0.0239,97.5,0,0,0
20,0.633,996.0,1760.0,1024.0,1787.0,28.0,27.0,27.5,1.5,1.447,1.474,638418.242467,3863617.829715,99.7,115.7,36.8,18.6,21.7,10.7,94.87,0.0898,84.1,0,0,0
21,0.6259,1160.0,1934.0,1184.0,1960.0,24.0,26.0,25.0,1.286,1.393,1.34,638426.924106,3863608.532484,145.8,141.5,79.2,22.0,24.9,15.1,58.01,-0.0207,122.1,0,0,0
22,0.6207,1904.0,1538.0,1939.0,1573.0,35.0,35.0,35.0,1.876,1.876,1.876,638467.090083,3863629.511539,132.9,133.2,65.5,28.0,33.5,20.6,67.98,0.0015,110.6,0,0,0
23,0.6201,1239.0,1642.0,1268.0,1671.0,29.0,29.0,29.0,1.554,1.554,1.554,638431.291721,3863624.099318,104.2,115.4,40.0,22.5,26.7,15.4,86.58,0.0624,86.5,0,0,0
24,0.6201,2012.0,1817.0,2042.0,1844.0,30.0,27.0,28.5,1.608,1.447,1.527,638472.743867,3863614.775293,147.5,146.2,146.4,38.6,40.3,40.1,-1.49,-0.0089,146.7,0,0,0
25,0.6161,1799.0,1600.0,1842.0,1634.0,43.0,34.0,38.5,2.304,1.822,2.063,638461.677457,3863626.215978,110.4,119.7,43.7,28.6,33.1,18.2,85.3,0.0499,91.3,0,0,0
26,0.6141,1095.0,1617.0,1123.0,1642.0,28.0,25.0,26.5,1.5,1.34,1.42,638423.547913,3863625.546149,109.7,119.0,40.0,19.8,22.9,16.6,88.32,0.0494,89.6,0,0,0
27,0.6138,1929.0,1392.0,1964.0,1426.0,35.0,34.0,34.5,1.876,1.822,1.849,638468.429842,3863637.361938,144.3,152.3,44.7,31.7,33.8,15.5,115.57,0.0318,113.7,0,0,0
28,0.6127,1936.0,1449.0,1961.0,1475.0,25.0,26.0,25.5,1.34,1.393,1.367,638468.537023,3863634.521862,137.4,138.7,63.1,27.7,31.9,17.7,76.97,0.0063,113.1,0,0,0
29,0.612,644.0,1807.0,670.0,1837.0,26.0,30.0,28.0,1.393,1.608,1.5,638399.325069,3863615.230777,105.3,114.7,37.6,22.5,24.4,12.6,86.39,0.0512,85.9,0,0,0
30,0.6101,1598.0,1630.0,1624.0,1654.0,26.0,24.0,25.0,1.393,1.286,1.34,638450.450275,3863624.87632,125.7,134.3,39.7,26.0,27.4,13.7,103.17,0.0391,99.9,0,0,0
31,0.608,409.0,1917.0,448.0,1958.0,39.0,41.0,40.0,2.09,2.197,2.144,638387.079671,3863609.041554,118.0,119.8,50.8,25.6,30.5,17.4,70.86,0.0097,96.2,0,0,0
32,0.606,1919.0,1897.0,1962.0,1935.0,43.0,38.0,40.5,2.304,2.036,2.17,638468.1083,3863610.193661,132.8,133.9,65.1,31.1,35.5,20.2,69.84,0.0053,110.6,0,0,0
33,0.6059,1595.0,1403.0,1629.0,1436.0,34.0,33.0,33.5,1.822,1.768,1.795,638450.503866,3863636.799282,114.0,123.5,43.4,25.8,27.1,17.5,89.58,0.0488,93.6,0,0,0
34,0.6037,1755.0,1572.0,1783.0,1600.0,28.0,28.0,28.0,1.5,1.5,1.5,638458.917553,3863627.877155,126.8,135.9,50.6,28.0,29.5,17.8,94.51,0.0432,104.4,0,0,0
35,0.5938,1337.0,1806.0,1366.0,1835.0,29.0,29.0,29.0,1.554,1.554,1.554,638436.543576,3863615.311157,142.3,155.4,48.0,30.3,30.0,17.4,120.55,0.0525,115.2,0,0,0
36,0.5935,1598.0,1892.0,1626.0,1920.0,28.0,28.0,28.0,1.5,1.5,1.5,638450.503866,3863610.729524,145.6,151.8,60.5,28.7,31.0,20.7,97.47,0.0262,119.3,0,0,0
37,0.593,1257.0,1961.0,1300.0,1998.0,43.0,37.0,40.0,2.304,1.983,2.144,638432.63148,3863606.790928,118.7,128.4,53.1,23.3,25.6,16.8,84.98,0.0501,100.1,0,0,0
38,0.5923,1626.0,1794.0,1664.0,1835.0,38.0,41.0,39.5,2.036,2.197,2.117,638452.272348,3863615.632675,127.6,133.9,52.2,25.4,30.2,16.6,88.19,0.0305,104.6,0,0,0
39,0.5894,478.0,1977.0,499.0,1998.0,21.0,21.0,21.0,1.125,1.125,1.125,638390.295093,3863606.362237,118.8,127.3,38.5,29.8,30.7,16.1,97.34,0.041,94.9,0,0,0
40,0.5835,1735.0,1528.0,1760.0,1552.0,25.0,24.0,24.5,1.34,1.286,1.313,638457.76536,3863630.342127,128.2,141.2,56.4,27.4,27.5,17.8,97.88,0.0613,108.6,0,0,0
41,0.5834,983.0,1858.0,1009.0,1883.0,26.0,25.0,25.5,1.393,1.34,1.367,638417.492202,3863612.63184,116.7,126.7,45.0,27.5,31.8,14.9,91.58,0.0501,96.1,0,0,0
42,0.5827,1198.0,1981.0,1229.0,2011.0,31.0,30.0,30.5,1.661,1.608,1.634,638429.148106,3863605.906753,131.5,133.4,64.1,24.2,30.8,15.6,71.27,0.0097,109.7,0,0,0
43,0.5812,1982.0,1859.0,2020.0,1898.0,38.0,39.0,38.5,2.036,2.09,2.063,638471.350517,3863612.203149,118.8,128.9,59.3,31.3,34.9,21.4,79.63,0.0535,102.3,0,0,0
44,0.581,1907.0,1289.0,1932.0,1315.0,25.0,26.0,25.5,1.34,1.393,1.367,638466.982903,3863643.095677,157.5,132.7,93.7,18.3,16.4,14.7,14.09,-0.1266,128.0,0,0,0
45,0.5765,1553.0,1657.0,1584.0,1687.0,31.0,30.0,30.5,1.661,1.608,1.634,638448.172685,3863623.268729,131.3,137.0,53.5,26.3,30.6,16.2,89.16,0.0266,107.3,0,0,0
46,0.572,750.0,1910.0,789.0,1951.0,39.0,41.0,40.0,2.09,2.197,2.144,638405.353985,3863609.416659,124.7,138.0,41.2,25.7,25.6,17.2,109.95,0.0597,101.3,0,0,0
47,0.5712,1566.0,1992.0,1594.0,2022.0,28.0,30.0,29.0,1.5,1.608,1.554,638448.788974,3863605.317303,137.5,143.4,63.7,24.8,28.5,18.3,85.63,0.0272,114.9,0,0,0
48,0.5692,1356.0,1494.0,1385.0,1520.0,29.0,26.0,27.5,1.554,1.393,1.474,638437.561793,3863632.110476,96.0,101.8,43.1,18.3,24.1,13.7,64.49,0.0375,80.3,0,0,0
49,0.5663,842.0,1723.0,864.0,1744.0,22.0,21.0,21.5,1.179,1.125,1.152,638409.82878,3863619.973169,124.3,128.3,48.8,22.4,26.6,14.6,83.64,0.0201,100.5,0,0,0
50,0.5663,654.0,1934.0,697.0,1980.0,43.0,46.0,44.5,2.304,2.465,2.385,638400.31649,3863607.996621,134.0,137.1,47.4,31.0,30.5,21.1,92.83,0.0139,106.1,0,0,0
51,0.5646,1831.0,1453.0,1864.0,1488.0,33.0,35.0,34.0,1.768,1.876,1.822,638463.124396,3863634.066378,126.7,138.8,50.7,31.7,33.0,20.3,100.21,0.0564,105.4,0,0,0
52,0.5645,1480.0,1630.0,1512.0,1661.0,32.0,31.0,31.5,1.715,1.661,1.688,638444.287384,3863624.688767,127.9,136.8,51.8,22.5,23.8,20.0,93.84,0.0416,105.5,0,0,0
53,0.5644,1901.0,1602.0,1930.0,1626.0,29.0,24.0,26.5,1.554,1.286,1.42,638466.768541,3863626.376737,114.2,127.1,41.8,27.4,29.9,17.0,98.13,0.0647,94.4,0,0,0
54,0.5626,1983.0,1291.0,2012.0,1320.0,29.0,29.0,29.0,1.554,1.554,1.554,638471.162951,3863642.908125,114.1,123.6,45.5,19.4,21.2,14.8,87.64,0.0497,94.4,0,0,0
55,0.5625,1898.0,1958.0,1933.0,1987.0,35.0,29.0,32.0,1.876,1.554,1.715,638466.768541,3863607.166032,140.9,146.5,68.8,33.4,37.4,21.6,83.39,0.0259,118.7,0,0,0
56,0.5618,1048.0,1688.0,1082.0,1717.0,34.0,29.0,31.5,1.822,1.554,1.688,638421.189937,3863621.634346,111.7,118.5,46.5,20.3,20.0,14.7,78.71,0.0367,92.2,0,0,0
57,0.5595,989.0,1952.0,1025.0,1990.0,36.0,38.0,37.0,1.929,2.036,1.983,638418.081696,3863607.246412,116.6,130.3,43.4,28.0,29.9,17.8,100.46,0.067,96.8,0,0,0
58,0.557,1432.0,1985.0,1471.0,2025.0,39.0,40.0,39.5,2.09,2.144,2.117,638441.902613,3863605.424476,150.8,151.4,65.3,26.2,28.0,20.4,86.76,0.0026,122.5,0,0,0
59,0.5558,1363.0,1885.0,1393.0,1915.0,30.0,30.0,30.0,1.608,1.608,1.608,638437.963721,3863611.051042,104.5,111.8,47.8,19.5,24.7,14.1,71.36,0.0433,88.0,0,0,0
60,0.5535,1015.0,1814.0,1041.0,1839.0,26.0,25.0,25.5,1.393,1.34,1.367,638419.207094,3863614.989639,106.2,113.3,46.3,24.0,27.7,15.3,74.15,0.0414,88.6,0,0,0
61,0.5526,1833.0,1793.0,1858.0,1818.0,25.0,25.0,25.0,1.34,1.34,1.34,638463.017216,3863616.114952,169.9,158.3,148.2,23.6,25.9,27.2,-1.54,-0.0645,158.8,0,0,0
62,0.5521,1536.0,1904.0,1574.0,1940.0,38.0,36.0,37.0,2.036,1.929,1.983,638447.449215,3863609.872143,109.3,117.3,41.8,24.2,30.3,16.6,83.49,0.0431,89.5,0,0,0
63,0.5519,1513.0,1500.0,1544.0,1527.0,31.0,27.0,29.0,1.661,1.447,1.554,638446.02907,3863631.762165,120.7,122.5,48.4,25.5,27.7,17.0,76.0,0.0095,97.2,0,0,0
64,0.5517,1548.0,1424.0,1572.0,1455.0,24.0,31.0,27.5,1.286,1.661,1.474,638447.717167,3863635.727555,120.6,126.8,47.1,21.3,22.7,15.8,85.82,0.0307,98.2,0,0,0
65,0.5515,1023.0,1886.0,1047.0,1909.0,24.0,23.0,23.5,1.286,1.233,1.259,638419.582226,3863611.185008,99.2,119.2,33.5,28.6,29.0,15.2,105.73,0.108,84.0,0,0,0
66,0.5498,1191.0,1662.0,1218.0,1689.0,27.0,27.0,27.0,1.447,1.447,1.447,638428.665793,3863623.081177,87.4,100.5,37.4,21.8,23.7,14.8,76.19,0.0869,75.1,0,0,0
67,0.5479,1568.0,1816.0,1599.0,1847.0,31.0,31.0,31.0,1.661,1.661,1.661,638448.97654,3863614.721707,122.4,130.6,53.0,24.6,30.0,15.6,85.79,0.0411,102.0,0,0,0
68,0.5475,1953.0,1967.0,1994.0,2003.0,41.0,36.0,38.5,2.197,1.929,2.063,638469.876782,3863606.496203,116.3,120.9,48.7,27.5,31.0,16.8,76.86,0.0245,95.3,0,0,0
69,0.5455,1948.0,1273.0,1970.0,1297.0,22.0,24.0,23.0,1.179,1.286,1.233,638469.099722,3863644.006645,124.8,129.6,55.7,23.2,29.2,20.4,78.63,0.024,103.3,0,0,0
70,0.5413,1519.0,1548.0,1548.0,1577.0,29.0,29.0,29.0,1.554,1.554,1.554,638446.297022,3863629.136434,125.3,133.0,61.6,22.7,23.7,19.8,79.16,0.0393,106.6,0,0,0
71,0.5386,2011.0,1915.0,2041.0,1946.0,30.0,31.0,30.5,1.608,1.661,1.634,638472.690276,3863609.416659,121.6,128.9,54.4,31.1,33.8,22.0,81.84,0.0373,101.6,0,0,0
72,0.5349,1348.0,1538.0,1373.0,1563.0,25.0,25.0,25.0,1.34,1.34,1.34,638437.025889,3863629.77947,113.2,121.8,45.8,23.5,27.2,15.5,84.7,0.046,93.6,0,0,0
73,0.5339,1427.0,1960.0,1467.0,1996.0,40.0,36.0,38.0,2.144,1.929,2.036,638441.661456,3863606.871307,131.6,133.4,55.7,27.2,30.8,20.0,79.35,0.0083,106.9,0,0,0
74,0.5331,1305.0,1554.0,1332.0,1582.0,27.0,28.0,27.5,1.447,1.5,1.474,638434.775094,3863628.841709,115.5,125.2,50.9,25.2,28.0,19.8,84.04,0.0513,97.2,0,0,0
75,0.5305,1878.0,1464.0,1902.0,1487.0,24.0,23.0,23.5,1.286,1.233,1.259,638465.401987,3863633.798446,137.6,148.1,51.4,21.7,25.0,15.4,107.28,0.0449,112.4,0,0,0
76,0.53,1047.0,1962.0,1086.0,1996.0,39.0,34.0,36.5,2.09,1.822,1.956,638421.270323,3863606.817721,117.3,124.5,48.3,31.4,31.5,21.9,83.36,0.037,96.7,0,0,0
77,0.5296,1690.0,1403.0,1737.0,1444.0,47.0,41.0,44.0,2.519,2.197,2.358,638455.943288,3863636.584936,102.3,117.4,37.2,27.0,27.8,15.7,95.24,0.0827,85.6,0,0,0
78,0.5287,1413.0,1889.0,1445.0,1921.0,32.0,32.0,32.0,1.715,1.715,1.715,638440.696829,3863610.783111,116.1,127.2,48.7,26.3,28.9,18.8,89.64,0.0572,97.3,0,0,0
79,0.5254,1981.0,1561.0,2005.0,1586.0,24.0,25.0,24.5,1.286,1.34,1.313,638470.921794,3863628.546984,121.8,135.7,49.1,34.7,33.0,23.9,100.56,0.0668,102.2,0,0,0
80,0.5246,1514.0,1785.0,1543.0,1817.0,29.0,32.0,30.5,1.554,1.715,1.634,638446.02907,3863616.356091,147.3,150.3,57.2,23.1,27.7,15.9,96.09,0.0124,118.2,0,0,0
81,0.524,518.0,1930.0,555.0,1964.0,37.0,34.0,35.5,1.983,1.822,1.902,638392.86743,3863608.532484,105.5,114.3,34.9,25.4,27.9,15.6,88.2,0.0477,84.9,0,0,0
